ticker,year,quarter,name,full_name,numeric_revenue,numeric_revenue_annual,unit,currency,percentage_revenue_quarterly,percentage_revenue_annual,qoq_growth,yoy_growth_quarterly,yoy_growth_annual,source
TSM,2022,2,Smartphone,Platform > Smartphone,,,,NTD,38.0,,3.0,,,"Page 2: Revenue Analysis,Page 5: 2Q22 Revenue by Platform"
TSM,2022,2,High Performance Computing,Platform > High Performance Computing,,,,NTD,43.0,,13.0,,,"Page 2: Revenue Analysis,Page 5: 2Q22 Revenue by Platform"
TSM,2022,2,Internet of Things,Platform > Internet of Things,,,,NTD,8.0,,14.0,,,"Page 2: Revenue Analysis,Page 5: 2Q22 Revenue by Platform"
TSM,2022,2,Automotive,Platform > Automotive,,,,NTD,5.0,,14.0,,,"Page 2: Revenue Analysis,Page 5: 2Q22 Revenue by Platform"
TSM,2022,2,Digital Consumer Electronics,Platform > Digital Consumer Electronics,,,,NTD,3.0,,5.0,,,"Page 2: Revenue Analysis,Page 5: 2Q22 Revenue by Platform"
TSM,2022,2,Others,Platform > Others,,,,NTD,3.0,,7.0,,,"Page 2: Revenue Analysis,Page 5: 2Q22 Revenue by Platform"
TSM,2022,2,North America,Geography > North America,,,,NTD,64.0,,,,,Page 2: Revenue Analysis
TSM,2022,2,Asia Pacific,Geography > Asia Pacific,,,,NTD,12.0,,,,,Page 2: Revenue Analysis
TSM,2022,2,China,Geography > China,,,,NTD,13.0,,,,,Page 2: Revenue Analysis
TSM,2022,2,EMEA,Geography > EMEA,,,,NTD,6.0,,,,,Page 2: Revenue Analysis
TSM,2022,2,Japan,Geography > Japan,,,,NTD,5.0,,,,,Page 2: Revenue Analysis
TSM,2022,1,Total,Total,17.57,,B,USD,100,100,11.6,36.0,,
TSM,2022,1,5nm,Technology > 5nm,,,,USD,20.0,,,,,"Slide: 1Q22 Revenue by Technology,Transcript: Wendell Huang's presentation"
TSM,2022,1,7nm,Technology > 7nm,,,,USD,30.0,,,,,"Slide: 1Q22 Revenue by Technology,Transcript: Wendell Huang's presentation"
TSM,2022,1,Advanced Technologies,Technology > Advanced Technologies,,,,USD,50.0,,,,,"Slide: 1Q22 Revenue by Technology,Transcript: Wendell Huang's presentation"
TSM,2022,1,Smartphone,Platform > Smartphone,,,,USD,40.0,,1.0,,,"Slide: 1Q22 Revenue by Platform,Transcript: Wendell Huang's presentation"
TSM,2022,1,HPC,Platform > HPC,,,,USD,41.0,,26.0,,,"Slide: 1Q22 Revenue by Platform,Transcript: Wendell Huang's presentation"
TSM,2022,1,IoT,Platform > IoT,,,,USD,8.0,,5.0,,,"Slide: 1Q22 Revenue by Platform,Transcript: Wendell Huang's presentation"
TSM,2022,1,Automotive,Platform > Automotive,,,,USD,5.0,,26.0,,,"Slide: 1Q22 Revenue by Platform,Transcript: Wendell Huang's presentation"
TSM,2022,1,DCE,Platform > DCE,,,,USD,3.0,,8.0,,,"Slide: 1Q22 Revenue by Platform,Transcript: Wendell Huang's presentation"
TSM,2022,1,Others,Platform > Others,,,,USD,3.0,,9.0,,,Slide: 1Q22 Revenue by Platform
TSM,2021,4,Total,Total,438.19,1587.42,B,NTD,100,100,5.7,21.2,18.5,
TSM,2021,4,5nm,Technology > 5nm,,,,NTD,23.0,19.0,,,,"4Q21 Revenue by Technology,2021 Revenue by Technology"
TSM,2021,4,7nm,Technology > 7nm,,,,NTD,27.0,31.0,,,,"4Q21 Revenue by Technology,2021 Revenue by Technology"
TSM,2021,4,16nm,Technology > 16nm,,,,NTD,13.0,14.0,,,,"4Q21 Revenue by Technology,2021 Revenue by Technology"
TSM,2021,4,28nm,Technology > 28nm,,,,NTD,11.0,11.0,,,,"4Q21 Revenue by Technology,2021 Revenue by Technology"
TSM,2021,4,Smartphone,Platform > Smartphone,,,,NTD,44.0,44.0,7.0,,8.0,"4Q21 Revenue by Platform,2021 Revenue by Platform"
TSM,2021,4,High Performance Computing,Platform > High Performance Computing,,,,NTD,37.0,37.0,3.0,,34.0,"4Q21 Revenue by Platform,2021 Revenue by Platform"
TSM,2021,4,Internet of Things,Platform > Internet of Things,,,,NTD,9.0,8.0,3.0,,21.0,"4Q21 Revenue by Platform,2021 Revenue by Platform"
TSM,2021,4,Automotive,Platform > Automotive,,,,NTD,4.0,4.0,10.0,,51.0,"4Q21 Revenue by Platform,2021 Revenue by Platform"
TSM,2021,4,Digital Consumer Electronics,Platform > Digital Consumer Electronics,,,,NTD,3.0,4.0,2.0,,2.0,"4Q21 Revenue by Platform,2021 Revenue by Platform"
TSM,2021,4,Others,Platform > Others,,,,NTD,3.0,3.0,22.0,,9.0,"4Q21 Revenue by Platform,2021 Revenue by Platform"
TSM,2021,3,Total,Total,14.88,,B,USD,100,100,12.0,22.6,,
TSM,2021,3,5nm,Technology > 5nm,,,,USD,18.0,,,,,"3Q21 Revenue by Technology Pie Chart,Transcript: Wendell Huang's presentation"
TSM,2021,3,7nm,Technology > 7nm,,,,USD,34.0,,,,,"3Q21 Revenue by Technology Pie Chart,Transcript: Wendell Huang's presentation"
TSM,2021,3,Smartphone,Platform > Smartphone,,,,USD,44.0,,15.0,,,"3Q21 Revenue by Platform Pie Chart,Transcript: Wendell Huang's presentation"
TSM,2021,3,High Performance Computing,Platform > High Performance Computing,,,,USD,37.0,,9.0,,,"3Q21 Revenue by Platform Pie Chart,Transcript: Wendell Huang's presentation"
TSM,2021,3,Internet of Things,Platform > Internet of Things,,,,USD,9.0,,23.0,,,"3Q21 Revenue by Platform Pie Chart,Transcript: Wendell Huang's presentation"
TSM,2021,3,Automotive,Platform > Automotive,,,,USD,4.0,,5.0,,,"3Q21 Revenue by Platform Pie Chart,Transcript: Wendell Huang's presentation"
TSM,2021,3,Digital Consumer Electronics,Platform > Digital Consumer Electronics,,,,USD,3.0,,-2.0,,,"3Q21 Revenue by Platform Pie Chart,Transcript: Wendell Huang's presentation"
TSM,2021,3,North America,Geography > North America,,,,USD,65.0,,,,,3Q21 Revenue by Geography Table
TSM,2021,3,Asia Pacific,Geography > Asia Pacific,,,,USD,13.0,,,,,3Q21 Revenue by Geography Table
TSM,2021,3,China,Geography > China,,,,USD,11.0,,,,,3Q21 Revenue by Geography Table
TSM,2021,3,EMEA,Geography > EMEA,,,,USD,6.0,,,,,3Q21 Revenue by Geography Table
TSM,2021,3,Japan,Geography > Japan,,,,USD,5.0,,,,,3Q21 Revenue by Geography Table
TSM,2021,2,Total,Total,372.15,,B,NTD,100,100,2.7,19.8,,
TSM,2021,2,5nm,Technology > 5nm,,,,NTD,18.0,,,,,"2Q21 Revenue by Technology,Revenue Analysis"
TSM,2021,2,7nm,Technology > 7nm,,,,NTD,31.0,,,,,"2Q21 Revenue by Technology,Revenue Analysis"
TSM,2021,2,16nm,Technology > 16nm,,,,NTD,14.0,,,,,"2Q21 Revenue by Technology,Revenue Analysis"
TSM,2021,2,28nm,Technology > 28nm,,,,NTD,11.0,,,,,"2Q21 Revenue by Technology,Revenue Analysis"
TSM,2021,2,40/45nm,Technology > 40/45nm,,,,NTD,7.0,,,,,"2Q21 Revenue by Technology,Revenue Analysis"
TSM,2021,2,65nm,Technology > 65nm,,,,NTD,5.0,,,,,"2Q21 Revenue by Technology,Revenue Analysis"
TSM,2021,2,90nm,Technology > 90nm,,,,NTD,3.0,,,,,"2Q21 Revenue by Technology,Revenue Analysis"
TSM,2021,2,0.11/0.13um,Technology > 0.11/0.13um,,,,NTD,3.0,,,,,"2Q21 Revenue by Technology,Revenue Analysis"
TSM,2021,2,0.15/0.18um,Technology > 0.15/0.18um,,,,NTD,6.0,,,,,"2Q21 Revenue by Technology,Revenue Analysis"
TSM,2021,2,0.25um and above,Technology > 0.25um and above,,,,NTD,2.0,,,,,"2Q21 Revenue by Technology,Revenue Analysis"
TSM,2021,2,Smartphone,Platform > Smartphone,,,,NTD,42.0,,-3.0,,,"2Q21 Revenue by Platform,Revenue Analysis"
TSM,2021,2,High Performance Computing,Platform > High Performance Computing,,,,NTD,39.0,,12.0,,,"2Q21 Revenue by Platform,Revenue Analysis"
TSM,2021,2,Internet of Things,Platform > Internet of Things,,,,NTD,8.0,,-2.0,,,"2Q21 Revenue by Platform,Revenue Analysis"
TSM,2021,2,Automotive,Platform > Automotive,,,,NTD,4.0,,12.0,,,"2Q21 Revenue by Platform,Revenue Analysis"
TSM,2021,2,Digital Consumer Electronics,Platform > Digital Consumer Electronics,,,,NTD,4.0,,-12.0,,,"2Q21 Revenue by Platform,Revenue Analysis"
TSM,2021,2,Others,Platform > Others,,,,NTD,3.0,,4.0,,,"2Q21 Revenue by Platform,Revenue Analysis"
TSM,2021,2,North America,Geography > North America,,,,NTD,64.0,,,,,Revenue Analysis
TSM,2021,2,Asia Pacific,Geography > Asia Pacific,,,,NTD,15.0,,,,,Revenue Analysis
TSM,2021,2,China,Geography > China,,,,NTD,11.0,,,,,Revenue Analysis
TSM,2021,2,EMEA,Geography > EMEA,,,,NTD,6.0,,,,,Revenue Analysis
TSM,2021,2,Japan,Geography > Japan,,,,NTD,4.0,,,,,Revenue Analysis
TSM,2021,1,Total,Total,12.92,,B,USD,100,100,1.9,16.7,,
TSM,2021,1,5nm,Technology > 5nm,,,,USD,14.0,,,,,Page 2: Revenue Analysis
TSM,2021,1,7nm,Technology > 7nm,,,,USD,35.0,,,,,Page 2: Revenue Analysis
TSM,2021,1,Smartphone,Platform > Smartphone,,,,USD,45.0,,-11.0,,,Page 2: Revenue Analysis
TSM,2021,1,High Performance Computing,Platform > High Performance Computing,,,,USD,35.0,,14.0,,,Page 2: Revenue Analysis
TSM,2021,1,Internet of Things,Platform > Internet of Things,,,,USD,9.0,,10.0,,,Page 2: Revenue Analysis
TSM,2021,1,Automotive,Platform > Automotive,,,,USD,4.0,,31.0,,,Page 2: Revenue Analysis
TSM,2021,1,Digital Consumer Electronics,Platform > Digital Consumer Electronics,,,,USD,4.0,,11.0,,,Page 2: Revenue Analysis
TSM,2021,1,North America,Geography > North America,,,,USD,67.0,,,,,Page 2: Revenue Analysis
TSM,2021,1,Asia Pacific,Geography > Asia Pacific,,,,USD,17.0,,,,,Page 2: Revenue Analysis
TSM,2021,1,China,Geography > China,,,,USD,6.0,,,,,Page 2: Revenue Analysis
TSM,2021,1,EMEA,Geography > EMEA,,,,USD,6.0,,,,,Page 2: Revenue Analysis
TSM,2021,1,Japan,Geography > Japan,,,,USD,4.0,,,,,Page 2: Revenue Analysis
TSM,2020,4,Total,Total,12.68,45.51,B,USD,100,100,4.4,22.0,31.4,
TSM,2020,4,5nm,Technology > 5nm,,,,USD,20.0,8.0,,,,"4Q20 Revenue by Technology,Revenue Analysis"
TSM,2020,4,7nm,Technology > 7nm,,,,USD,29.0,33.0,,,,"4Q20 Revenue by Technology,Revenue Analysis"
TSM,2020,4,16nm,Technology > 16nm,,,,USD,13.0,17.0,,,,"4Q20 Revenue by Technology,Revenue Analysis"
TSM,2020,4,Smartphone,Platform > Smartphone,,,,USD,51.0,48.0,13.0,,23.0,"4Q20 Revenue by Platform,2020 Revenue by Platform,Revenue Analysis"
TSM,2020,4,High Performance Computing,Platform > High Performance Computing,,,,USD,31.0,33.0,-14.0,,39.0,"4Q20 Revenue by Platform,2020 Revenue by Platform,Revenue Analysis"
TSM,2020,4,Internet of Things,Platform > Internet of Things,,,,USD,7.0,8.0,-13.0,,28.0,"4Q20 Revenue by Platform,2020 Revenue by Platform,Revenue Analysis"
TSM,2020,4,Automotive,Platform > Automotive,,,,USD,3.0,3.0,27.0,,-7.0,"4Q20 Revenue by Platform,2020 Revenue by Platform,Revenue Analysis"
TSM,2020,4,Digital Consumer Electronics,Platform > Digital Consumer Electronics,,,,USD,4.0,4.0,29.0,,2.0,"4Q20 Revenue by Platform,2020 Revenue by Platform,Revenue Analysis"
TSM,2020,4,Others,Platform > Others,,,,USD,4.0,4.0,10.0,,5.0,"4Q20 Revenue by Platform,2020 Revenue by Platform,Revenue Analysis"
TSM,2020,3,Total,Total,12.14,,B,USD,100,100,16.9,29.2,,
TSM,2020,3,5nm,Technology > 5nm,,,,USD,8.0,,,,,"3Q20 Revenue by Technology,Transcript"
TSM,2020,3,7nm,Technology > 7nm,,,,USD,35.0,,,,,"3Q20 Revenue by Technology,Transcript"
TSM,2020,3,16nm,Technology > 16nm,,,,USD,18.0,,,,,"3Q20 Revenue by Technology,Transcript"
TSM,2020,3,28nm,Technology > 28nm,,,,USD,12.0,,,,,3Q20 Revenue by Technology
TSM,2020,3,Smartphone,Platform > Smartphone,,,,USD,46.0,,12.0,,,"3Q20 Revenue by Platform,Transcript"
TSM,2020,3,High Performance Computing,Platform > High Performance Computing,,,,USD,37.0,,25.0,,,"3Q20 Revenue by Platform,Transcript"
TSM,2020,3,Internet of Things,Platform > Internet of Things,,,,USD,9.0,,24.0,,,"3Q20 Revenue by Platform,Transcript"
TSM,2020,3,Automotive,Platform > Automotive,,,,USD,2.0,,-23.0,,,"3Q20 Revenue by Platform,Transcript"
TSM,2020,3,Digital Consumer Electronics,Platform > Digital Consumer Electronics,,,,USD,3.0,,-24.0,,,"3Q20 Revenue by Platform,Transcript"
TSM,2020,3,North America,Geography > North America,,,,USD,59.0,,,,,3Q20 Revenue by Geography
TSM,2020,3,China,Geography > China,,,,USD,22.0,,,,,3Q20 Revenue by Geography
TSM,2020,3,Asia Pacific,Geography > Asia Pacific,,,,USD,10.0,,,,,3Q20 Revenue by Geography
TSM,2020,3,EMEA,Geography > EMEA,,,,USD,5.0,,,,,3Q20 Revenue by Geography
TSM,2020,3,Japan,Geography > Japan,,,,USD,4.0,,,,,3Q20 Revenue by Geography
TSM,2020,2,Total,Total,310.7,,B,NTD,100,100,0.0,28.9,,
TSM,2020,2,7nm,Technology > 7nm,,,,NTD,36.0,,,,,"2Q20 Revenue by Technology,Revenue Analysis"
TSM,2020,2,16nm,Technology > 16nm,,,,NTD,18.0,,,,,"2Q20 Revenue by Technology,Revenue Analysis"
TSM,2020,2,Smartphone,Platform > Smartphone,,,,NTD,47.0,,-4.0,,,"2Q20 Revenue by Platform,Revenue Analysis"
TSM,2020,2,High Performance Computing,Platform > High Performance Computing,,,,NTD,33.0,,12.0,,,"2Q20 Revenue by Platform,Revenue Analysis"
TSM,2020,2,Internet of Things,Platform > Internet of Things,,,,NTD,8.0,,-5.0,,,"2Q20 Revenue by Platform,Revenue Analysis"
TSM,2020,2,Automotive,Platform > Automotive,,,,NTD,4.0,,-13.0,,,"2Q20 Revenue by Platform,Revenue Analysis"
TSM,2020,2,Digital Consumer Electronics,Platform > Digital Consumer Electronics,,,,NTD,5.0,,-9.0,,,"2Q20 Revenue by Platform,Revenue Analysis"
TSM,2020,2,Others,Platform > Others,,,,NTD,3.0,,-5.0,,,"2Q20 Revenue by Platform,Revenue Analysis"
TSM,2020,1,Total,Total,10.31,,B,USD,100,100,-0.8,45.2,,
TSM,2020,1,7nm,Technology > 7nm,,,,USD,35.0,,,,,"1Q20 Revenue by Technology,Revenue Analysis"
TSM,2020,1,10nm,Technology > 10nm,,,,USD,0.5,,,,,"1Q20 Revenue by Technology,Revenue Analysis"
TSM,2020,1,16nm,Technology > 16nm,,,,USD,19.0,,,,,"1Q20 Revenue by Technology,Revenue Analysis"
TSM,2020,1,20nm,Technology > 20nm,,,,USD,1.0,,,,,1Q20 Revenue by Technology
TSM,2020,1,28nm,Technology > 28nm,,,,USD,14.0,,,,,1Q20 Revenue by Technology
TSM,2020,1,40/45nm,Technology > 40/45nm,,,,USD,10.0,,,,,1Q20 Revenue by Technology
TSM,2020,1,65nm,Technology > 65nm,,,,USD,6.0,,,,,1Q20 Revenue by Technology
TSM,2020,1,90nm,Technology > 90nm,,,,USD,3.0,,,,,1Q20 Revenue by Technology
TSM,2020,1,0.11/0.13um,Technology > 0.11/0.13um,,,,USD,2.0,,,,,1Q20 Revenue by Technology
TSM,2020,1,0.15/0.18um,Technology > 0.15/0.18um,,,,USD,8.0,,,,,1Q20 Revenue by Technology
TSM,2020,1,0.25um and above,Technology > 0.25um and above,,,,USD,2.0,,,,,1Q20 Revenue by Technology
TSM,2020,1,Smartphone,Platform > Smartphone,,,,USD,49.0,,-9.0,,,"1Q20 Revenue by Platform,Revenue Analysis"
TSM,2020,1,High Performance Computing,Platform > High Performance Computing,,,,USD,30.0,,3.0,,,"1Q20 Revenue by Platform,Revenue Analysis"
TSM,2020,1,Internet of Things,Platform > Internet of Things,,,,USD,9.0,,8.0,,,"1Q20 Revenue by Platform,Revenue Analysis"
TSM,2020,1,Automotive,Platform > Automotive,,,,USD,4.0,,-1.0,,,"1Q20 Revenue by Platform,Revenue Analysis"
TSM,2020,1,Digital Consumer Electronics,Platform > Digital Consumer Electronics,,,,USD,5.0,,44.0,,,"1Q20 Revenue by Platform,Revenue Analysis"
TSM,2020,1,Others,Platform > Others,,,,USD,3.0,,-5.0,,,"1Q20 Revenue by Platform,Revenue Analysis"
